ObservationDate,sum(Confirmed),sum(Deaths),sum(Recovered),Country
2020-10,314349,2561,299869,Israel
2020-11,337191,2872,323681,Israel
2020-12,423262,3325,376322,Israel
2021-01,643435,4796,572511,Israel
2021-02,775807,5752,733184,Israel
2021-03,833105,6209,819665,Israel
2021-04,838481,6363,830625,Israel
2021-05,839453,6407,832539,Israel
2020-02,1,0,0,Iceland
2020-03,1135,5,198,Iceland
2020-04,1797,10,1670,Iceland
2020-05,1806,10,1794,Iceland
2020-06,1842,10,1819,Iceland
2020-07,1930,10,1907,Iceland
2020-08,2107,10,1997,Iceland
2020-09,2728,10,2167,Iceland
2020-10,4865,12,3873,Iceland
2020-11,5392,26,5179,Iceland
2020-12,5754,29,5578,Iceland
2021-01,6002,29,5930,Iceland
2021-02,6049,29,6006,Iceland
2021-03,6205,29,6058,Iceland
2021-04,6472,29,6253,Iceland
2021-05,6555,29,6476,Iceland
2020-03,3,0,0,Saint Barthelemy
2020-03,1,0,0,Channel Islands
2020-03,8,0,0,Saint Kitts and Nevis
2020-04,15,0,6,Saint Kitts and Nevis
2020-05,15,0,15,Saint Kitts and Nevis
2020-06,15,0,15,Saint Kitts and Nevis
2020-07,17,0,16,Saint Kitts and Nevis
2020-08,17,0,17,Saint Kitts and Nevis
2020-09,19,0,17,Saint Kitts and Nevis
2020-10,19,0,19,Saint Kitts and Nevis
2020-11,22,0,19,Saint Kitts and Nevis
2020-12,32,0,29,Saint Kitts and Nevis
2021-01,37,0,35,Saint Kitts and Nevis
2021-02,41,0,40,Saint Kitts and Nevis
2021-03,44,0,43,Saint Kitts and Nevis
2021-04,44,0,44,Saint Kitts and Nevis
2021-05,68,0,45,Saint Kitts and Nevis
2020-02,6,0,1,Oman
2020-03,192,1,34,Oman
2020-04,2348,11,495,Oman
2020-05,11437,49,2682,Oman
2020-06,40070,176,23425,Oman
2020-07,79159,421,61421,Oman
2020-08,85722,685,80810,Oman
2020-09,98585,935,88528,Oman
2020-10,114434,1208,103060,Oman
2020-11,123699,1423,115216,Oman
2020-12,128867,1499,121890,Oman
2021-01,134326,1529,126854,Oman
2021-02,141496,1570,132459,Oman
2021-03,159218,1678,143966,Oman
2021-04,193253,2010,173123,Oman
2021-05,213784,2303,197080,Oman
2020-01,11,0,0,South Korea
2020-02,3150,16,27,South Korea
2020-03,9786,162,5408,South Korea
2020-04,10774,248,9072,South Korea
2020-05,11503,271,10422,South Korea
2020-06,12850,282,11613,South Korea
2020-07,14336,301,13233,South Korea
2020-08,20182,324,15198,South Korea
2020-09,23889,415,21666,South Korea
2020-10,26635,466,24357,South Korea
2020-11,34652,526,27885,South Korea
2020-12,61769,917,42953,South Korea
2021-01,78508,1425,68309,South Korea
2021-02,90031,1605,81070,South Korea
2021-03,103639,1735,95439,South Korea
2021-04,122634,1831,112337,South Korea
2021-05,139910,1957,130381,South Korea
2020-03,1,0,1,Gibraltar
2020-03,25,0,0,Palestine
2020-03,262,8,23,Cyprus
2020-04,850,15,296,Cyprus
2020-05,944,17,790,Cyprus
2020-06,998,19,833,Cyprus
2020-07,1114,19,852,Cyprus
2020-08,1488,20,1139,Cyprus
2020-09,1755,22,1369,Cyprus
2020-10,4366,26,1882,Cyprus
2020-11,10565,49,2057,Cyprus
2020-12,22019,119,2057,Cyprus
2021-01,30876,199,2057,Cyprus
2021-02,34707,231,2057,Cyprus
2021-03,45864,256,2057,Cyprus
2021-04,65233,308,39061,Cyprus
2021-05,72363,360,39061,Cyprus
2020-03,338,1,41,Uruguay
2020-04,643,17,417,Uruguay
2020-05,823,22,685,Uruguay
2020-06,936,27,824,Uruguay
2020-07,1264,35,994,Uruguay
2020-08,1595,44,1409,Uruguay
2020-09,2046,48,1791,Uruguay
2020-10,3124,58,2560,Uruguay
2020-11,5857,77,4357,Uruguay
2020-12,19119,181,13468,Uruguay
2021-01,41738,436,34683,Uruguay
2021-02,57994,608,50039,Uruguay
2021-03,105549,974,83380,Uruguay
2021-04,198428,2616,167823,Uruguay
2021-05,288172,4176,246321,Uruguay
2020-01,0,0,0,Mexico
2020-02,4,0,0,Mexico
2020-03,1094,28,35,Mexico
2020-04,19224,1859,11423,Mexico
2020-05,145010,15596,101097,Mexico
2020-06,226089,27769,174538,Mexico
2020-07,424637,46688,327141,Mexico
2020-08,599560,64414,496222,Mexico
2020-09,743216,77646,628051,Mexico
2020-10,925500,91928,779775,Mexico
2020-11,1113960,110222,1647941,Mexico
2020-12,1426094,125807,1074795,Mexico
2021-01,1864260,158536,1412393,Mexico
2021-02,2086938,185715,1633900,Mexico
2021-03,2238887,203210,1773236,Mexico
2021-04,2344755,216907,1864914,Mexico
2021-05,2411548,223455,1924865,Mexico
2020-03,4,0,0,Aruba
2020-02,1,0,0,Georgia
2020-03,110,0,21,Georgia
2020-04,539,6,184,Georgia
2020-05,783,12,605,Georgia
2020-06,928,15,794,Georgia
2020-07,1168,17,940,Georgia
2020-08,1487,19,1240,Georgia
2020-09,6192,39,3120,Georgia
2020-10,38936,307,22691,Georgia
2020-11,135584,1267,113986,Georgia
2020-12,227420,2505,211727,Georgia
2021-01,258111,3178,249028,Georgia
2021-02,270758,3510,265114,Georgia
2021-03,281761,3778,273167,Georgia
2021-04,310310,4110,290767,Georgia
2021-05,342880,4739,325016,Georgia
2020-02,1,0,0,Estonia
2020-03,745,4,26,Estonia
2020-04,1689,52,249,Estonia
2020-05,1869,68,1624,Estonia
2020-06,1989,69,1829,Estonia
2020-07,2064,69,1930,Estonia
2020-08,2375,69,2088,Estonia
2020-09,3371,64,2605,Estonia
2020-10,4905,73,3811,Estonia
2020-11,12308,118,7078,Estonia
2020-12,27990,229,18326,Estonia
2021-01,44208,419,33738,Estonia
2021-02,65600,589,49908,Estonia
2021-03,106424,902,81859,Estonia
2021-04,122019,1161,111274,Estonia
2021-05,129424,1250,122918,Estonia
2020-03,109,2,0,Montenegro
2020-04,322,7,214,Montenegro
2020-05,324,9,315,Montenegro
2020-06,548,12,315,Montenegro
2020-07,3073,48,1005,Montenegro
2020-08,4835,100,4021,Montenegro
2020-09,10772,169,7192,Montenegro
2020-10,18341,301,14084,Montenegro
2020-11,35265,499,24131,Montenegro
2020-12,48247,682,38580,Montenegro
2021-01,61659,805,53527,Montenegro
2021-02,75834,1003,66226,Montenegro
2021-03,91218,1274,83498,Montenegro
2021-04,97389,1495,93531,Montenegro
2021-05,99566,1583,97090,Montenegro
2020-03,8,1,0,Zimbabwe
2020-04,40,4,5,Zimbabwe
2020-05,178,4,29,Zimbabwe
2020-06,591,7,162,Zimbabwe
2020-07,3169,67,1004,Zimbabwe
2020-08,6497,202,5221,Zimbabwe
2020-09,7838,228,6303,Zimbabwe
2020-10,8367,243,7894,Zimbabwe
2020-11,9950,276,8482,Zimbabwe
2020-12,13867,363,11250,Zimbabwe
2021-01,33388,1217,26044,Zimbabwe
2021-02,36089,1463,32666,Zimbabwe
2021-03,36882,1523,34686,Zimbabwe
2021-04,38257,1567,35612,Zimbabwe
2021-05,38933,1594,36578,Zimbabwe
2020-03,1528,136,81,Indonesia
2020-04,10118,792,1522,Indonesia
2020-05,26473,1613,7308,Indonesia
2020-06,56385,2876,24806,Indonesia
2020-07,108376,5131,65907,Indonesia
2020-08,174796,7417,125959,Indonesia
2020-09,287008,10740,214947,Indonesia
2020-10,410088,13869,337801,Indonesia
2020-11,538883,16945,450518,Indonesia
2020-12,743198,22138,611097,Indonesia
2021-01,1078314,29998,873221,Indonesia
2021-02,1334634,36166,1142703,Indonesia
2021-03,1511712,40858,1348330,Indonesia
2021-04,1668368,45521,1522634,Indonesia
2021-05,1809926,50262,1659974,Indonesia
2020-03,1,0,1,Saint Vincent and the Grenadines
2020-04,16,0,8,Saint Vincent and the Grenadines
2020-05,26,0,15,Saint Vincent and the Grenadines
2020-06,29,0,29,Saint Vincent and the Grenadines
2020-07,54,0,44,Saint Vincent and the Grenadines
2020-08,60,0,57,Saint Vincent and the Grenadines
2020-09,64,0,64,Saint Vincent and the Grenadines
2020-10,74,0,70,Saint Vincent and the Grenadines
2020-11,85,0,79,Saint Vincent and the Grenadines
2020-12,121,0,98,Saint Vincent and the Grenadines
2021-01,901,2,251,Saint Vincent and the Grenadines
2021-02,1556,8,932,Saint Vincent and the Grenadines
2021-03,1748,10,1587,Saint Vincent and the Grenadines
2021-04,1864,11,1715,Saint Vincent and the Grenadines
2021-05,2027,12,1831,Saint Vincent and the Grenadines
2020-03,12,0,2,Mongolia
2020-04,38,0,10,Mongolia
2020-05,179,0,44,Mongolia
2020-06,220,0,176,Mongolia
2020-07,291,0,230,Mongolia
2020-08,304,0,295,Mongolia
2020-09,313,0,307,Mongolia
2020-10,346,0,313,Mongolia
2020-11,801,0,358,Mongolia
2020-12,1220,1,837,Mongolia
2021-01,1814,2,1358,Mongolia
2021-02,2952,2,2299,Mongolia
2021-03,8841,8,5070,Mongolia
2021-04,37285,115,20681,Mongolia
2021-05,56621,268,49320,Mongolia
2020-03,38,1,12,Guatemala
2020-04,599,16,66,Guatemala
2020-05,5087,108,735,Guatemala
2020-06,18096,773,3194,Guatemala
2020-07,49789,1924,36816,Guatemala
2020-08,74074,2760,62068,Guatemala
2020-09,91746,3246,80256,Guatemala
2020-10,107939,3729,97289,Guatemala
2020-11,122062,4171,110944,Guatemala
2020-12,138012,4813,126028,Guatemala
2021-01,159504,5643,144595,Guatemala
2021-02,174542,6393,161511,Guatemala
2021-03,193834,6840,177235,Guatemala
2021-04,227671,7524,202843,Guatemala
2021-05,253837,8121,232359,Guatemala
2020-03,3,0,0,Guam
2020-03,19,0,0,Republic of the Congo
2020-04,220,9,19,Republic of the Congo
2020-05,611,20,179,Republic of the Congo
2020-06,1087,37,456,Republic of the Congo
2020-07,3200,54,829,Republic of the Congo
2020-08,3979,78,1742,Republic of the Congo
2020-09,5089,114,3887,Republic of the Congo
2020-10,5290,92,3887,Republic of the Congo
2020-11,5774,94,4988,Republic of the Congo
2020-12,7107,108,5846,Republic of the Congo
2021-01,7887,117,5846,Republic of the Congo
2021-02,8820,128,7019,Republic of the Congo
2021-03,9681,135,8208,Republic of the Congo
2021-04,10678,144,8208,Republic of the Congo
2021-05,11658,153,8208,Republic of the Congo
2020-03,298,5,26,Azerbaijan
2020-04,1804,24,1325,Azerbaijan
2020-05,5494,63,3428,Azerbaijan
2020-06,17524,213,9715,Azerbaijan
2020-07,31878,448,25882,Azerbaijan
2020-08,36435,534,33847,Azerbaijan
2020-09,40229,591,37954,Azerbaijan
2020-10,55269,730,43543,Azerbaijan
2020-11,121176,1392,74902,Azerbaijan
2020-12,218700,2641,184422,Azerbaijan
2021-01,230219,3132,223315,Azerbaijan
2021-02,234537,3220,228768,Azerbaijan
2021-03,261713,3567,238125,Azerbaijan
2021-04,319109,4517,289460,Azerbaijan
2021-05,333723,4903,323617,Azerbaijan
2020-03,10,0,1,Libya
2020-04,61,3,18,Libya
2020-05,156,5,52,Libya
2020-06,824,24,209,Libya
2020-07,3621,76,618,Libya
2020-08,13966,237,1459,Libya
2020-09,34525,551,19361,Libya
2020-10,61095,857,35030,Libya
2020-11,82809,1183,53818,Libya
2020-12,100277,1478,72107,Libya
2021-01,118631,1877,98706,Libya
2021-02,133338,2179,120240,Libya
2021-03,158957,2667,147147,Libya
2021-04,177508,3029,163191,Libya
2021-05,184815,3116,171279,Libya
2020-03,9,0,0,Grenada
2020-04,20,0,13,Grenada
2020-05,23,0,18,Grenada
2020-06,23,0,23,Grenada
2020-07,24,0,23,Grenada
2020-08,24,0,24,Grenada
2020-09,24,0,24,Grenada
2020-10,28,0,24,Grenada
2020-11,41,0,30,Grenada
2020-12,127,0,107,Grenada
2021-01,148,1,142,Grenada
2021-02,148,1,147,Grenada
2021-03,155,1,152,Grenada
2021-04,160,1,158,Grenada
2021-05,161,1,160,Grenada
2020-03,532,3,30,Armenia
2020-04,2066,32,929,Armenia
2020-05,9282,131,3386,Armenia
2020-06,25542,443,14048,Armenia
2020-07,38550,738,28997,Armenia
2020-08,43781,879,37722,Armenia
2020-09,50359,959,44001,Armenia
2020-10,89813,1341,55317,Armenia
2020-11,135124,2164,108442,Armenia
2020-12,159409,2823,142801,Armenia
2021-01,167026,3080,157519,Armenia
2021-02,172058,3192,163394,Armenia
2021-03,192639,3515,173064,Armenia
2021-04,216064,4108,198135,Armenia
2021-05,222555,4428,212752,Armenia
2020-02,766,6,10,Others
2020-03,712,8,567,Others
2020-03,394,10,3,Tunisia
2020-04,994,41,305,Tunisia
2020-05,1077,48,960,Tunisia
2020-06,1174,50,1031,Tunisia
2020-07,1535,50,1195,Tunisia
2020-08,3803,77,1573,Tunisia
2020-09,18413,265,5032,Tunisia
2020-10,59813,1317,5032,Tunisia
2020-11,96769,3260,70851,Tunisia
2020-12,139140,4676,105364,Tunisia
2021-01,208885,6754,157446,Tunisia
2021-02,233277,8001,198006,Tunisia
2021-03,254018,8812,217293,Tunisia
2021-04,309119,10722,259957,Tunisia
2021-05,343374,12574,301273,Tunisia
2020-03,3,0,0,Liberia
2020-04,141,16,45,Liberia
2020-05,288,27,157,Liberia
2020-06,780,36,324,Liberia
2020-07,1186,75,670,Liberia
2020-08,1304,82,872,Liberia
2020-09,1343,82,1221,Liberia
2020-10,1426,82,1279,Liberia
2020-11,1595,83,1343,Liberia
2020-12,1779,83,1406,Liberia
2021-01,1939,84,1760,Liberia
2021-02,2014,85,1884,Liberia
2021-03,2042,85,1899,Liberia
2021-04,2099,85,1949,Liberia
2021-05,2179,86,2033,Liberia
2020-03,141,7,3,Honduras
2020-04,771,71,79,Honduras
2020-05,5202,212,537,Honduras
2020-06,19558,497,2060,Honduras
2020-07,42014,1337,5554,Honduras
2020-08,61014,1873,10396,Honduras
2020-09,76900,2353,27922,Honduras
2020-10,96888,2669,40129,Honduras
2020-11,108253,2918,48073,Honduras
2020-12,121827,3130,56694,Honduras
2021-01,147843,3610,60873,Honduras
2021-02,170304,4151,66513,Honduras
2021-03,189043,4605,72732,Honduras
2021-04,212333,5281,78623,Honduras
2021-05,236952,6296,84389,Honduras
2020-03,10,2,0,Syria
2020-04,43,3,21,Syria
2020-05,122,5,46,Syria
2020-06,279,9,105,Syria
2020-07,757,43,237,Syria
2020-08,2765,112,629,Syria
2020-09,4200,200,1103,Syria
2020-10,5728,288,1976,Syria
2020-11,7887,417,3560,Syria
2020-12,11434,711,5350,Syria
2021-01,14048,921,7562,Syria
2021-02,15588,1027,9801,Syria
2021-03,18909,1265,12731,Syria
2021-04,22733,1592,16821,Syria
2021-05,24440,1763,21593,Syria
2020-01,2,0,0,UK
2020-02,23,0,8,UK
2020-03,30955,2034,262,UK
2020-04,172483,26842,1203,UK
2020-05,276156,38571,1190,UK
2020-06,604303,84944,1386,UK
2020-07,421030,46214,1439,UK
2020-08,338093,46809,1682,UK
2020-09,455848,42270,2375,UK
2020-10,1014795,46645,2841,UK
2020-11,1633736,58545,3573,UK
2020-12,2496235,73622,5482,UK
2021-01,3828187,106367,9656,UK
2021-02,4188827,123083,11643,UK
2021-03,4359982,126955,13082,UK
2021-04,4432310,127775,14683,UK
2021-05,4496823,128037,15481,UK
2020-03,87,3,1,Trinidad and Tobago
2020-04,116,8,72,Trinidad and Tobago
2020-05,117,8,108,Trinidad and Tobago
2020-06,130,8,113,Trinidad and Tobago
2020-07,169,8,132,Trinidad and Tobago
2020-08,1759,22,894,Trinidad and Tobago
2020-09,4531,76,2560,Trinidad and Tobago
2020-10,5692,108,4610,Trinidad and Tobago
2020-11,6669,120,5771,Trinidad and Tobago
2020-12,7150,127,6650,Trinidad and Tobago
2021-01,7564,134,7168,Trinidad and Tobago
2021-02,7713,139,7466,Trinidad and Tobago
2021-03,8026,142,7615,Trinidad and Tobago
2021-04,10824,169,8481,Trinidad and Tobago
2021-05,23001,470,13281,Trinidad and Tobago
2020-03,1563,10,165,Saudi Arabia
2020-04,22753,162,3163,Saudi Arabia
2020-05,85261,503,62442,Saudi Arabia
2020-06,190823,1649,130766,Saudi Arabia
2020-07,275905,2866,235658,Saudi Arabia
